GivenName,Surname,NationalID,MemberType (1-4),TelephoneNumber,AddressID
Rima,Carr,611117719,2,8055236344,911
Ofelia,Reed,390347532,2,4142437168,2839
Helen,Moore,378106909,2,3135679332,2944
Shirley,Rojas,7866149,3,2075483091,4952
Joann,Jennings,311944888,2,8129349118,3353
Gilbert,Fernandez,359841381,4,3124401111,3070
Mitchell,Flint,602288113,2,6614660313,985
Marsha,Andrews,655162482,3,8434131090,488
Stephen,Koss,466665004,3,7138636365,2193
Ann,Reeves,334725051,3,2174365100,3208
Antoinette,Pritchard,644808503,4,2818378317,580
Bradley,Weesner,198346968,3,7248352583,4111
Judy,Pitt,148787299,2,9083332957,4319
Ricardo,Lynch,210780418,3,6102744826,4053
Eunice,Mosley,420807037,2,3348579594,2585
Charles,Moen,553947063,2,7148994458,1376
Mark,Haynes,520245733,2,3073348493,1733
Rose,Johnston,578420443,4,2024059473,1141
Carl,Brown,99781068,2,9144067698,4549
Lillian,Walters,645624323,2,2105081252,571
James,Cooper,251672126,3,8646135128,3765
Johnny,Ashton,83104181,3,5183946903,4616
Janie,Upchurch,177010506,2,6108490780,4181
Barbara,Lambert,416428610,2,2055251736,2632
Cynthia,Benson,321013701,3,8477335360,3286
Bruce,McDole,570515291,2,6268448451,1209
Debra,Connolly,277164649,3,2163690653,3553
Elsie,Riding,664055795,2,3184362698,441
Nancy,Rosati,266160177,4,3056277801,3641
Judith,Simpson,69102678,3,9146071737,4664
Nick,Randell,329743707,3,2175865364,3234
Everett,Foster,243083736,3,9195884484,3815
Amber,Poole,477886121,3,3208399186,2070
Denise,Cruz,330644998,3,7084634426,3228
Scott,Duff,22030858,3,9788672225,4860
Calvin,Silvey,210222704,4,8142178374,4059
James,Bowen,570455097,2,8185800778,1210
Beverly,Lacross,115686927,2,7187918271,4477
Michael,Schultz,606608688,2,5622926354,944
Robert,Faircloth,394421736,3,2625378872,2804
Gerald,Oliveira,566692013,3,9163135685,1243
Desiree,Smith,380448839,2,9068639084,2923
Patricia,Mishler,335462382,3,3128533144,3203
Margaret,Bryant,130940453,2,6462254152,4428
Juan,Ortiz,110909451,4,7188405898,4500
Billy,Kennon,677075451,2,8706637417,347
William,Bonner,45585430,3,2036329377,4746
Sonja,Porter,339602963,3,7733107404,3176
Ariel,George,526525032,3,9286325818,1680
Vernon,Johnson,417362347,4,2565204519,2623
Paul,Carnes,489118764,4,3143826408,1990
Cynthia,Young,515225791,3,7858744029,1778
Carol,Ashcraft,627301171,2,2819226997,766
William,Bergmann,600390796,2,4802907135,1016
Warren,Renfroe,751015139,2,8086796187,162
Debra,Wake,641847022,3,7137813224,619
James,Rosales,447196846,2,9183131075,2388
Miriam,Bliss,455118117,4,9565019842,2312
Diane,Palumbo,199038008,2,6104182483,4107
Leslie,Mundell,570843567,3,6508170817,1206
Eric,Morse,263574804,2,2395665681,3675
Joyce,Black,671147889,4,6785624359,389
Robert,Simeon,240560088,4,9103410363,3831
Jannie,Evenson,427271656,4,6018721000,2518
Bernard,Robertson,619909535,2,4088519771,828
Beatriz,Howells,561896718,2,6198385016,1290
Felecia,Hayden,306563596,4,7657851581,3393
Donald,Benavides,443327525,4,4052887732,2414
William,Soto,465416666,3,9569559108,2205
Rita,Razo,475486161,3,6126696902,2089
Russell,Ayres,348781970,2,8472989526,3134
Douglas,Rousseau,137388959,2,2012344721,4393
Olen,Dickens,454685030,3,8178472078,2315
Cecelia,Baldwin,661094817,3,3189073514,454
Jose,Clark,512363178,2,7854762515,1797
John,Marquez,587103737,3,6016672603,1122
Joey,Kittrell,679098613,4,4795213236,330
Victor,Hollingsworth,573628799,3,6502402286,1180
Julia,Blay,760012433,3,9314619252,129
Anthony,Allen,403766128,3,2706260450,2718
Leonora,Sapp,201726656,4,4122159383,4096
Henry,Stephens,115566645,2,3472473697,4479
Sharon,Oneal,502860219,4,7016906444,1883
Jeremy,Couch,426098907,3,6015774949,2535
Sharon,Coughlin,258184652,2,4789564660,3727
Jacinta,Randolph,699014836,3,8047691782,172
Virginia,Spates,670302641,3,7062700820,394
Gregory,Lambert,607515409,2,5306828440,935
Steven,Jordan,229215207,4,7038103010,3893
Gary,Heine,488025857,3,4178874839,1997
David,Hall,589607669,3,5614395537,1102
William,Collado,306083688,4,7653440816,3396
Norberto,Cook,409273870,4,6157856518,2673
Stephanie,Lawson,206303175,3,6104211024,4084
Alice,Jorgensen,490846232,3,4172069082,1978
Michael,Russell,573683844,4,7148623978,1179
Ben,Mercer,384803885,3,9897753270,2879
Orpha,Blankenship,339765034,3,8478780619,3174
Christopher,Pearson,455593559,2,8177870803,2304
Rocky,Sanchez,619251915,4,6509492466,837
Oscar,Bunch,178035022,4,7175092578,4175
Edith,Garcia,249510600,2,8037926296,3775
Jo,Marte,644027954,2,2144961704,589
Brandon,Seabolt,299621563,2,6143541804,3430
Jacob,King,643744468,3,5125277756,593
Verlene,Leonard,297965680,4,6148955218,3443
Lauren,Wuest,624887376,4,8189445113,788
Harry,Dillon,66784722,3,6078627718,4669
Patricia,Detwiler,552634163,4,5303148845,1393
Bryan,Chaney,647745569,4,8015841778,554
Kristina,Boyer,421418468,4,3343939710,2580
Robert,Ulrich,394563340,2,4145709600,2802
Helen,Carter,157079083,4,8564710836,4273
Daniela,Keeling,312945557,4,2193220727,3338
Monika,Gaston,494981641,4,3147585138,1941
Phillip,Dufault,468307514,4,5076550640,2174
Fred,Smith,590429621,3,2393843594,1094
Betty,Carroll,461266597,2,4092435298,2243
George,Devera,484283847,2,6414942441,2022
Ryan,Landrum,100124354,4,2127095513,4548
Pennie,Eng,466575793,4,8304361173,2195
Charlotte,Johnson,354469812,3,8155201059,3101
Jeffery,Reyes,239228129,3,3363539910,3839
Megan,McKinzie,644444142,2,8063589925,584
Diane,Wright,23520585,3,5088026648,4854
Henry,Gatti,579262220,3,2022968160,1135
Ada,Sikes,552762093,4,9092688087,1390
Antonio,Tellez,763011622,2,6158651759,113
Angelo,Daniels,29247425,4,7819157527,4829
Amanda,Simpkins,317404492,3,8124819039,3303
Arthur,Barrera,656091448,4,8644446883,483
Leonard,Petry,342012727,3,8472512360,3167
William,Stubbs,260495452,2,7063296318,3713
Rodney,Ruffin,497461154,2,3147562838,1920
Mark,Lenhart,25803811,3,7743305395,4842
Elaine,McCollum,365218142,4,5865917756,3031
Daniel,Olsen,685099424,3,2524569496,263
Brian,Abrego,461747710,3,9402411465,2238
Tracy,Dixon,26489951,2,7818867927,4839
Louis,Holbrook,680440814,2,7029202195,314
Donna,Lehman,130629645,4,9175606633,4430
Scott,Beery,105160402,4,7186120542,4527
Shane,Raby,395429513,3,9205843112,2794
Ronald,Ochoa,587710367,4,2283556763,1116
John,Salazar,269881755,3,3302453268,3603
Yolanda,Ngo,240980601,3,9192262234,3828
Timothy,Nance,460907389,3,2105587987,2246
Frances,Lester,486188999,4,6603423368,2007
Matthew,Goodman,249376619,2,8036937286,3777
Charles,Littlefield,297281432,2,6144973479,3448
Margarita,Keeler,384035187,2,5869600184,2887
Kathleen,James,15249365,2,7815051742,4896
Arthur,Hope,680560730,3,7025593794,309
Viola,Murphy,157429193,3,8622156199,4270
Clayton,Lutes,525798625,2,5059849266,1689
Albert,Strothers,486662175,4,5736600158,2006
Beverly,Clark,224868475,4,7578218485,3918
Todd,Connolly,627169651,4,3613963102,768
Sharon,Gibson,496720399,3,4178426718,1928
Everett,Byrom,389400802,4,9208579410,2850
Donna,Doty,595074058,2,4075634702,1033
Vanessa,Adams,554364835,3,7603579639,1370
Mary,Balmer,643242707,2,9727362523,604
Frances,Roane,561151151,2,8052676887,1303
Guadalupe,Ledezma,17301727,4,7814089644,4879
Adriana,Gates,421205677,4,2512294897,2582
Robert,Cox,244797103,4,2523642211,3804
John,Dudley,353422673,4,8476133486,3107
Henry,Thomas,356544555,4,7738621020,3084
Amy,Sanders,452077045,4,9362685703,2337
Jake,Gray,330923772,2,7735972371,3225
Kathleen,McAuley,636449558,3,8172102158,667
Mary,Cooksey,647582835,2,8012725129,557
Jean,Porter,427420790,2,2283552737,2515
Lillian,Herman,221828507,4,3023276833,3936
Windy,Navarro,601294002,3,5204466906,999
Virginia,Murrill,38109342,4,4014630732,4783
Hector,Houston,772309695,4,9043705758,3
Nicole,Jay,509640996,2,3165291437,1818
Jack,Wood,12187459,4,7813686867,4918
William,Escudero,576864202,2,8088519661,1152
David,Moller,542461784,2,5418690351,1479
Buddy,Prescott,372521820,2,7348055153,2982
Ethel,Hawkins,498928101,3,4178340907,1914
Steven,Fowlkes,141095623,4,7324910271,4369
Don,Ramos,339160942,3,6303241297,3178
Jeffrey,Patterson,57380298,3,5185815113,4700
Elizabeth,Pruitt,476464163,3,9523520880,2078
Kelly,Doty,274881338,3,4199443069,3565
Debra,Tucci,48037967,2,2038539196,4734
Robert,Oliver,751019319,2,8083841808,160
Howard,Jones,42301491,2,2036329505,4761
Ellen,Jones,639385860,4,4096246274,641
Un,Garcia,516521672,4,4067574538,1769
Cynthia,Lang,680461268,4,7026317289,312
Kevin,Tigner,323050375,4,7087647760,3267
Eric,Heatherly,249134091,3,8036278109,3779
Julie,Matthews,471383031,2,2186669262,2143
Silvia,Bristow,176400354,3,7248298468,4184
Joseph,Scott,297098935,2,7407563161,3450
Richard,Edwards,247213300,3,8648456599,3792
Shirley,Carpenter,498980311,4,5733265249,1913
Frederick,Rowe,464861233,4,2108255156,2211
Patricia,Borkowski,568256608,3,7074046763,1231
William,Jolley,655038325,2,8644611866,491
Todd,Garrett,554207590,2,9253921541,1373
Jimmy,Belford,432134559,4,5016379297,2475
Andrew,Villalobos,436170857,4,3186348469,2453
Timmy,Weinstein,613344224,2,5629656026,891
William,Donaldson,408538494,4,8654257810,2678
Kevin,Gonzales,360382446,2,3125242554,3068
Janice,Talley,58740166,3,9173173677,4695
Annabel,Munoz,426019521,4,6626934364,2537
Norman,Hammock,404300849,4,8594015941,2713
Harvey,Brummett,56927295,3,3152981833,4703
Robert,Harvey,480161699,2,5157793909,2051
Richard,Olson,552997587,2,7606793416,1386
Lindsay,Wright,379057784,2,5867710517,2937
Matthew,Baker,601759168,4,5204665106,992
Donna,Levine,498167029,3,6366421155,1918
Lawrence,Petersen,479247618,2,3197319106,2059
James,Ferrell,591540680,4,4079190172,1077
Janine,Johnson,603821205,4,5303291189,970
Nadine,Arnold,353425772,4,6185884142,3106
Helen,Williams,561023454,4,4155479820,1305
Darrell,Reynolds,364424821,3,7345085478,3041
Anna,Heineman,138207756,3,7322799604,4388
William,Allen,593244858,3,9043664847,1059
Eva,Painter,132038240,2,5853761122,4424
Albert,Edwards,555116135,4,7606656235,1365
John,Sampson,311349302,3,8125857797,3357
David,Anderson,280342023,4,7403770707,3535
Nancy,Muniz,187487588,4,8142566138,4142
Peter,Jones,315307072,4,5748470233,3317
Fermina,Hinton,422208755,4,3345224024,2573
Charles,Hyman,313325094,4,7654308252,3334
Oswaldo,Kremer,590579038,2,3522705848,1090
Darrell,Dyer,132205176,4,6468979652,4423
Susan,Riley,525176787,2,5053856235,1691
Richard,Rodriguez,679037973,4,8704756278,337
Krystal,Guzman,411276109,3,7314448289,2663
Tyler,Carver,533417754,3,2538266462,1591
Marie,Evans,651108000,3,3034624918,529
Jessica,Belanger,267570237,3,4078575477,3625
Rosa,Montenegro,539055492,4,3602648485,1527
Lucretia,Porter,644267286,3,8172705379,586
Frederick,McMurray,63562020,3,2129569768,4679
Donald,Neff,428290145,3,6628548959,2506
Kenny,Good,532280906,4,2536813027,1606
Luis,Dutton,371343057,3,7347179837,2988
Daryl,Bailey,97743353,3,9147206722,4557
Enrique,Hruby,768243168,2,9416554279,51
Antonio,Rhine,156622387,3,2012674856,4278
Cecil,McKnight,683059557,4,9105314792,283
Cynthia,Doiron,653127258,4,7192668651,510
James,Case,329077513,2,2175983500,3239
Hazel,Belcher,639888005,4,7135959324,635
Patricia,Moore,149074639,2,2016837687,4316
Marcus,Martinez,262153073,3,9414852367,3697
Eugene,Leyva,469373343,2,6519188631,2162
Cory,Edwards,58664963,2,9179458922,4696
Ashley,Leland,613394803,2,8185256872,890
Nicholas,Owens,92842238,4,9176567528,4576
Keith,Ackerson,312183940,2,8125435821,3351
Latonia,Dudley,437451859,2,3182940565,2448
Tina,Gomez,524205837,2,9704436503,1704
Daphne,Bailey,560443222,3,5107934628,1309
Michael,Thomas,308504651,2,7655603981,3380
Richard,Johnson,209140131,3,2673967655,4062
Allen,Harris,205422794,4,2674917226,4087
John,Frankel,469473979,2,3202890411,2160
Dana,Birch,337441462,4,2172734085,3188
Phil,Orrell,173407664,2,4124258819,4193
Wilson,Mariano,395445946,3,4143245816,2793
Bonita,Jackson,494224760,2,4173956423,1947
Eddie,Brown,652222103,4,3033384665,516
Rosalie,Garry,244827438,2,9194131352,3803
Jessica,Elgin,532502179,3,2066085569,1604
Jeremy,Naquin,600895713,4,6027455908,1007
Margaret,Reese,426634929,2,6018225207,2528
Katina,Mach,491849850,4,8163645512,1974
Justin,Smith,387065680,3,2626465305,2862
Elba,Mathers,763015352,3,9316578526,111
James,Garcia,556032337,3,9166841664,1356
Jennifer,Morley,208388660,3,6108414891,4065
Carolyn,Ortega,92641744,3,5163568342,4577
Suzanne,Martinez,125481947,3,5856475390,4444
Mary,Rosado,213411651,2,4102350666,4031
Lee,Rodriguez,393623038,2,9205768928,2812
Michelle,Foley,379625948,3,2484497781,2930
Edna,Pooley,363503191,4,2695911944,3046
Zelma,Williams,136063823,4,9732782685,4404
Emma,Naquin,561740068,3,9494706713,1293
Sadie,Dobson,521459770,2,9702066987,1724
Janel,Gamble,261964249,4,4076784753,3700
Timothy,Winton,647367247,3,4357352518,558
Priscilla,McGregor,466971004,4,2813425944,2192
Yolanda,Moreno,590198396,2,3212620025,1099
Stephen,Eshelman,347604300,3,3129439335,3140
Lakesha,Webb,99724949,2,5184961216,4551
Erin,Wilson,289041185,2,5678767676,3490
Queen,Vaughan,524278678,2,3034877589,1703
Jenny,Skillman,444968479,2,5804680136,2404
Julia,Keller,771105244,4,2394919809,22
Cynthia,Calahan,630706633,3,8176067103,727
Ellen,Cortes,262775903,3,3059603864,3689
Curtis,Collins,18037542,2,7819612703,4876
Chris,Siegfried,571899189,3,3234640582,1196
Ernie,Parson,425381789,3,6018079704,2546
Nina,Griffith,550135270,2,5306984745,1417
Arthur,Powell,632820489,3,8303632218,701
Claire,Jones,627288245,4,2149524957,767
Owen,Walker,539706883,4,2066242388,1512
Edna,Lockhart,585754784,3,5057267873,1125
Judith,Booth,496326460,4,8163376526,1931
Abbie,Everett,330863512,3,8158816793,3226
Susan,Riggs,512880409,4,3169286951,1795
Ann,Cox,653169728,3,7202842830,509
Tommie,Sevier,337587542,4,7734174067,3187
Gary,Jones,619961473,4,9518946048,827
Margarita,Masters,628185770,2,2144188174,758
Michael,Nelson,406472909,2,8594025938,2692
Marta,Pena,655148863,2,8436509454,489
Andrew,Christopherso,75076704,2,9147678195,4640
Randall,Latta,540922121,4,5036343168,1498
James,Hunt,525929274,3,5056319045,1686
Glen,Childress,766386557,2,7862680405,75
Frank,Turner,626504405,2,7603035188,773
Tonya,Robertson,291924114,2,4199652810,3472
Stephen,Moore,4825820,4,2074373784,4976
Dennis,Walsh,221922917,4,3026857829,3935
Jeremy,Watkins,419532556,3,2054779732,2600
Jeff,Galloway,29059295,3,5085859852,4831
Irma,Myres,212286143,3,4436964546,4047
Brian,Rittenberry,450601329,4,9362996295,2355
Willa,Kirby,234189295,4,3044169060,3865
Robert,Greer,37588591,3,4012553642,4785
Mark,Vega,77305051,2,9172315437,4631
Mariah,Henderson,43767009,2,8608427976,4755
Susan,Cox,69946865,3,7189544977,4662
Michael,Luke,350529507,4,3096737902,3127
Charles,Meyer,682038371,4,9198693477,294
Dolly,Smith,37101658,2,4017425822,4788
John,Lusk,317081574,3,2602252193,3306
Sue,Campbell,219500019,3,4105439702,3952
Rosemary,Judson,521286152,3,7209617743,1727
William,Thompson,687078921,3,9195240424,253
Phylis,O'Donnell,771442326,3,7865432906,13
Stephen,Neal,512540825,2,7855468474,1796
Christina,Rowland,493326135,3,6607840430,1953
Joyce,Schneider,506966816,4,4028679056,1850
Bobbie,Pacheco,477741445,2,7632491835,2071
Annie,Hooper,106146277,2,7183346007,4522
Hannah,Ross,399263553,3,7153222612,2764
Kenneth,Dudgeon,290826118,2,7405153082,3480
Wayne,Loucks,431085565,3,5016286821,2482
Bonita,Henderson,507369587,2,3089209208,1845
Elaine,Damore,529392863,3,8016075955,1648
Thomas,Barr,446429667,3,5808528799,2396
Alfred,McFee,428762948,3,6626076722,2501
Clarence,Taylor,521037336,3,3035168790,1729
Louise,Lappin,668104766,3,6787138227,419
Josephine,Woods,602029565,2,9098819208,987
Beulah,King,46027877,2,8605254016,4743
William,Gilson,471842374,3,5072834224,2139
Linda,Shanklin,569993378,2,8056758804,1212
William,Diaz,449607917,2,9404885333,2367
Marie,Kerr,216318233,4,4436702222,3990
Bernard,Batt,553858397,3,9497848547,1378
Gladys,Risk,383828136,3,7343346729,2889
Ronald,Stoehr,112146503,2,5169064757,4494
Lance,McGee,444037072,2,5806283589,2411
Beverly,Viveiros,237727958,2,9105659014,3845
Regina,Townsend,517986451,4,4068686722,1757
Joseph,Goehring,645303893,2,8063934368,574
Maria,Sanders,435509925,3,2253824903,2454
Donna,Laborde,689093637,2,2524822240,239
Shannon,Rodriguez,380083465,3,5173402799,2926
Sandra,Ferguson,468189533,4,5079434372,2176
Russell,Vu,667034319,4,4788046253,433
Angela,Tyler,75269475,4,5162639203,4639
Kenneth,Rothstein,126606580,3,6317693536,4439
Xavier,English,199052553,2,4124437016,4106
Freddie,Puryear,237213730,4,3363867803,3850
Bob,Sewell,374296719,3,2486697673,2967
Dollie,Melton,563538815,2,3108464898,1276
Mary,Lewis,347582049,3,7733631277,3141
Marian,Wooten,631289284,3,2813500544,719
Lakisha,Weber,265792122,4,3868516516,3647
Mary,Kane,306013205,3,3174539122,3397
Pauline,Goodman,338022281,4,3099617353,3185
Sarah,Jung,254114380,4,6785896732,3751
Heather,Whyte,269501130,4,9375910608,3606
Amanda,Thompson,563111827,4,8317098020,1279
Helen,Cobb,400144482,2,6062746413,2761
Gene,Haugland,695033801,4,4344709063,197
Melynda,Fall,266042028,4,5613931161,3642
Andrew,Rivers,465825027,2,2148401897,2200
John,Jimenez,164785705,2,7175192469,4226
Sadie,Wert,682094972,3,9195792162,288
Roy,McConville,528593908,2,8017745360,1656
Virginia,Stipe,413981522,3,6153174276,2650
Timothy,McCoy,650208081,4,7199422590,535
Mary,Cramer,628801121,3,2813711816,753
Jacob,Morgan,321015193,2,8476425318,3285
John,Porter,378011171,2,6164942835,2945
Inez,Acevedo,536087562,4,2535398939,1556
Joseph,Washington,507375022,2,3084873742,1844
Susan,Thornburg,238354484,3,7044005021,3843
Curtis,Warren,329261431,4,8474352184,3237
Annie,Dodson,652326556,3,3036851420,515
Jeffrey,Wolfe,534458847,2,3609685764,1576
Rita,Davis,541340880,2,5039759860,1492
Daniel,Roberson,29167086,2,5089928095,4830
Dustin,Rubio,140861371,4,9738023211,4371
Melissa,Broussard,312926470,2,3173824946,3339
Shelley,Jara,530416555,3,7755774504,1631
Roberta,Brown,450327549,4,2543370101,2357
Anita,Reese,463915975,2,8068284346,2220
Stephen,Montgomery,420085970,4,2052215079,2592
Ronald,Weingarten,765447985,4,9284747495,86
Harlan,Wallin,654032223,4,8648553275,499
Joshua,Maclean,84487566,2,5164641113,4610
Martha,Bickley,518680185,3,2084867436,1751
David,Walker,543074440,4,5035533732,1470
Brandon,Blackburn,273033417,3,3308472312,3575
Blanche,Batten,768142151,3,8637632734,52
Elizabeth,Dawson,344244100,2,8156514651,3156
Thomas,Krueger,101363856,3,5183205303,4544
Kristi,Work,309092901,2,3172196106,3374
Victor,Phelps,265661343,4,8139578872,3649
Susan,Bates,161749456,3,2678803823,4245
Yetta,Samuels,490288889,3,5735055786,1981
Armando,Pinckney,342783634,3,7086232384,3163
Mildred,Burkett,557873817,4,7072051207,1334
Ricky,Room,757011212,2,8657892613,152
George,Lafleur,373561369,3,7345322933,2974
Natalie,Baker,379363441,2,2318697228,2933
Ann,Pedigo,238651753,4,3368210232,3841
James,Quinto,645022115,3,9037157164,578
Gladys,Thompson,593726051,4,8508400393,1050
Kelly,Williams,556200067,3,4153951449,1354
Bryan,Stephenson,679050765,3,5016640237,336
Daniel,Cross,265972861,3,8503409416,3644
Barbara,Gupta,88646122,2,9172490600,4590
Paul,Cadiz,430205028,3,5019931446,2490
Joseph,Toman,678019348,3,8702996531,344
Evelyn,Powell,270189569,3,5134699601,3597
Lewis,Martinez,6305311,3,2073711228,4961
Stephen,Amann,642820753,2,2105751480,610
Bernice,Roman,439188821,3,3372105669,2442
Melinda,Bond,435088847,2,9856257967,2456
Allen,Peterson,590209396,2,3053968382,1098
Allen,Aguilar,771424652,4,7862871804,15
Susan,Woods,479520243,3,3194422375,2056
Larry,Jones,477012615,4,3207610817,2075
Jasmine,Mills,421156921,2,2052622553,2584
Jeffrey,Little,489727620,2,6364492092,1985
Lakeisha,Dodge,33886896,4,6175772934,4803
Lavonne,London,559760626,3,7145490318,1315
Michelle,Wang,24169706,3,5089632615,4848
James,Wilson,347229513,3,8159287141,3142
Autumn,Gordon,207529389,2,4845173010,4072
Stephanie,Brown,659075259,2,9856993849,465
Rodrigo,Uribe,269906832,4,3309439007,3602
Elizabeth,Gilfillan,621409095,3,8313385197,806
Xavier,Mesta,411070889,2,9312777321,2665
Steven,Webb,8269948,3,8027458372,4949
Ernest,Hughes,222070390,2,3022660380,3933
Barbara,Brown,426339082,2,6016527040,2534
Justin,Walker,49608896,4,2035367048,4724
Ashley,Davis,208548509,2,8144496989,4064
Martin,Vesely,373944509,4,3134616254,2970
Jodie,Wood,464699433,2,7138852643,2215
Steven,Brasher,297642907,3,3303553160,3447
Christine,Nathan,215355116,3,3015778310,4004
Michael,Jordan,595774694,4,4079496456,1024
Emily,Romero,508368585,2,4027443365,1834
William,Cummings,690098495,4,8284066364,231
Vanessa,Ruelas,321962099,2,8476605410,3277
Stella,McCoy,601608927,4,9285044193,995
Carol,Abe,293489007,3,5137063815,3469
John,Rigby,513085430,3,3166765934,1793
Stephanie,Jackson,95484175,2,3153536248,4564
James,Watson,85079424,4,6464714126,4606
Sandy,Wilkerson,157442583,2,8568331289,4269
Rene,Araujo,274065982,3,4405700406,3567
George,Punch,233969329,3,3047050528,3866
Anita,Lynch,459653616,3,9032401829,2265
Joshua,Kays,591780926,2,3212244307,1073
Jennifer,Jennings,103058638,3,8458186427,4537
Gertrude,Santiago,320745192,2,2173737508,3287
Christopher,Smith,267442632,3,9543154811,3628
Patricia,Nguyen,620105742,4,8314442552,823
Daniel,Yeager,429306403,4,5015412532,2496
Dennis,Johnson,198780928,3,2679546695,4109
Frank,Marcum,4025880,3,2074077510,4983
Rebecca,Pitts,442802199,4,9184071777,2418
Gale,Martin,43924225,4,2032901014,4753
Coral,Johnson,539512098,4,5097504312,1515
Jeffery,Walker,439723130,4,9857718104,2438
Charles,Lewis,136600509,2,6096067352,4400
Dale,Catalano,16380556,4,5082290837,4889
Elsa,Gill,449267711,4,9039914250,2370
Stephanie,Hardy,467682142,3,8067483940,2186
Daniel,Garcia,539072437,4,2535973039,1525
Connie,Swann,217356475,4,4105280938,3978
Ruth,Velez,502866911,3,7016647198,1882
Dorothy,Buckley,355382595,4,3099375886,3096
Michael,McGuinness,163102519,3,7174208294,4237
Angela,Fuller,19364306,3,6173042193,4869
Erika,Stoltzfus,771467434,3,3864979972,12
Mary,Moore,549900036,4,2137121355,1419
Teresa,Merrell,519789133,2,2084546079,1739
Barry,Dewitt,520503596,2,3072180767,1732
Minerva,Fairley,266250243,2,2394524416,3639
Brenda,Robertson,667306846,4,7702068239,424
Ashley,Langdon,468886509,2,6123958662,2171
Rosy,Peterson,231018433,4,8044375988,3880
Kathryn,Stinson,609943926,2,9516565519,917
Janet,Everitt,48164079,4,8602584952,4732
Lisa,Boggess,234621306,3,3049029622,3863
James,Parker,324048351,4,6187777045,3261
Joe,Kelly,301860418,3,7408356250,3421
George,Cordova,620075970,3,5304487063,824
Tara,Rose,143421422,4,9735796055,4352
Jeff,Gray,541644296,2,5034504653,1487
Raymond,Montgomery,764608542,2,6022432982,95
Laura,Harrington,417109800,3,3346066176,2627
Susan,Perkins,399074846,4,9204282608,2766
Yoshiko,Brandt,513982775,4,6202726508,1785
Michael,Reaves,5383262,3,2076027436,4973
Margery,Cao,190585287,4,7246395567,4130
Rita,Thomas,228547708,4,5405521745,3899
Robert,Lowder,473161325,2,3202348378,2121
Helen,Luna,541061835,2,5034038894,1496
Horacio,Thomas,162544834,2,8146435138,4240
Fannie,Smith,464964627,3,2146494044,2209
James,Smith,432690069,2,8703762701,2472
Charlene,Tirado,224382869,4,7578229640,3919
Michael,Anderson,427407624,3,2283763519,2516
Richard,Theberge,152094391,3,9085227280,4303
Joaquin,Scott,180406492,3,2156234918,4162
Anthony,Weisberg,620181546,2,3109351582,822
Lora,Lemon,447349801,3,4053449485,2387
Stephen,Seaton,264190240,2,3524793316,3667
William,Trevino,260087890,4,9123543106,3714
Matthew,Beede,485017178,4,5154334072,2018
Roy,Ray,433553882,3,5042318139,2466
Chad,Musgrove,692039245,2,5404891757,217
Salvatore,Erwin,688039463,4,2525588566,246
Danielle,Oleary,260919238,4,6786013875,3709
Connie,McBride,13266560,2,6178380546,4908
Harry,Evans,768346483,2,3523855270,48
Lynn,McAuliffe,170382327,4,4842481400,4205
William,Melson,626564034,4,5624845718,772
Coleen,Schimke,492365963,4,8163320648,1966
Nicole,Oleary,499126933,4,3146293223,1909
Ruth,Loveless,152848762,3,2013158360,4298
James,Paul,565068532,2,8186331457,1256
Matthew,Gilmore,690034281,4,3367842873,235
Audrey,Stevens,244685141,3,9107679453,3806
Clare,Irwin,300013467,2,3305544310,3427
Joey,Johnson,268225093,2,7403096288,3614
Anthony,Lemond,109406898,2,5852586605,4507
Thelma,Sorensen,635883425,4,2812551545,675
Albert,Graff,234847585,3,3045615072,3861
Ernest,Rodriguez,33888870,2,9789021280,4802
Donald,Pierce,137968121,2,9089793237,4389
Christina,Moore,82282318,2,7189796796,4619
Edward,Sanders,519044581,3,2088500061,1746
Audrey,Broady,267382365,4,8504744312,3629
Tara,Perry,332780725,3,8159644972,3215
Christinia,Gidley,358240479,3,2177266403,3075
Ashley,Demarest,413544759,4,8656411290,2652
Jack,Conrad,458477482,3,4329676593,2275
Richard,Young,385722237,3,9893905342,2869
Wayne,Carlton,84661729,2,5163270855,4607
Maribel,Pressley,420471643,2,2514700318,2588
Alica,Brock,618867022,2,7147040059,842
Kerry,Johnson,669101613,2,9123067698,412
Cheryl,Miller,569809044,2,6618675536,1213
Sophia,Burk,90034095,2,2127947286,4584
Barbara,Edwards,644123301,3,8302084574,588
Margaret,Campbell,633904420,2,4094432251,694
Myrtle,Scruggs,247715859,4,8039288066,3788
John,Burleson,587493496,3,6627202169,1117
Maria,Perez,408378355,4,9018188998,2680
Raymond,Benford,434628701,2,9855107517,2461
Joseph,Lawson,414183142,4,9319967376,2649
Mark,Lenoir,531579360,4,4252337426,1611
James,Hutchinson,568087075,3,7607194960,1232
Douglas,Taylor,628075183,2,8306317618,760
Colleen,Cotton,289480873,4,9379765435,3487
Roger,Zepeda,386721644,2,5862269141,2864
Patricia,Kilgore,533704279,3,3604829107,1586
Judith,Turner,183055717,2,2154303352,4154
Robert,Chapa,658032576,2,8037944074,473
George,Barnes,406105218,2,6065154553,2696
Jason,Howard,520844931,2,3073265395,1731
Jeremy,Christian,197767665,2,4842620770,4113
Keith,Dawson,767507031,2,7272783122,58
Betty,Gamboa,218641345,4,3012256526,3965
Shirley,Young,544105084,4,5037135148,1462
