PropertyID,AgentTaxID(Person : TaxID),SellerTaxID(Person - TaxID),ListPrice,Description,Area,SellDate,AddressID
4125,469473979,684030436,257000,Adams Louise's Java Chateaubriand Douro Houston Hunspell Erich's Aeneas Freddie's Epsom Alex Geller's,92580,8/9/1994,2160
4126,337441462,365016708,1986000,Holocene's America's Havoline's Israelite Ashikaga Cobain Colby Janine Florsheim's Argus Choctaw's Chesapeake Hellespont's,147160,1/9/2001,3188
4127,173407664,389460332,723000,Anastasia Linnaeus's Fassbinder's Gall's Fielding Frenchwoman Geminis Jame Frigga Amelia's Arlene Ashlee Holley,153190,10/25/2007,4193
4128,395445946,261481026,1802000,Alberio Luigi's Algenib Agamemnon's Aristotle Amenhotep's Amaterasu's Frankie's Levesque's Allison Elliott's Isabelle's Houyhnhnm's,38310,2/23/2012,2793
4129,494224760,694019355,1510000,Eldon Ferguson's Enrico's Jared's Fowler Dunkirk Jekyll Hollywood Lille Chuvash Antipas's Akhmatova Adar's,98020,7/30/1984,1947
4130,652222103,539307716,600000,Euclid's Catskill Chi Fay's Lodz's Eu's Fabian's Freeman's Hon Isabelle's Hindustan Frenchwoman's Christendom,82880,3/9/2008,516
4131,244827438,322468527,252000,Hickok Finnegan's Andorra's Ganges Herero Haiphong Jonahs Lou's Andean Hf Chung Drano Issachar,201860,12/20/2005,3803
4132,532502179,540716423,1977000,Eridanus Epimethius Huxley Formica Higgins Anabaptist Livy Lily Aleppo Jewry Ecuadoran Japaneses Fosse's,92580,11/9/1992,1604
4133,600895713,420471643,1865000,Harley Cochabamba Lyman's Chisinau Gene Charlottetown's Hosea's Cherie's Hanson's Gamow's Donnie's Alec's Clarendon,99680,2/6/2002,1007
4134,426634929,70903870,343000,Acosta's Flory's Inonu's Fredric's Iqaluit's Alcibiades Ito Hapsburg Farley Hohenzollern's Ariel Aludra Freemasonry,92140,8/21/1995,2528
4135,491849850,100624831,336000,Hugh's Clem's Huff's Agatha's Estonian Dotson Jasmine Chernomyrdin Hoover Dravidian Charlottetown's Hispaniola's Addison,214840,8/29/2013,1974
4136,387065680,218107977,402000,Adirondack's Chaldean Linton Cavour Johnie Icelander's Ijssel Ireland's Catt Aida's Elizabethans Garcia's Alvin,3190,2/10/1984,2862
4137,763015352,449498884,1900000,Annapurna's Estella's Estrada's Garfunkel Israeli's Haywood's Einstein's Fredrick Ginsu Eisenhower's Chiclets Long Gawain,184370,1/18/1993,111
4138,556032337,463786583,1554000,Leticia Aeneid Ariadne Aachen Elaine Horus's Jerrod Elisa Ethan Gawain Jaguar's Abel's Galileo,198990,2/1/2015,1356
4139,208388660,446021704,1428000,Geneva Emilio Challenger Abyssinian Chi Ferrell Gardner's Lichtenstein Helvetius's Louisa I'm Lyra Frances,74620,4/10/1992,4065
4140,92641744,538469251,1285000,Elma ASCII's Ephesian Henley Hereford's Colorado's Hobart's LyX's Cecilia Lucretia Chrystal's Excedrin Luna,50760,10/25/1996,4577
4141,125481947,593726051,1891000,Jonathon Dristan's Java's Harry's Ericka's Gina Colleen Antilles's Chuvash Irishwoman's Artaxerxes Christians Adler,47390,7/7/1980,4444
4142,213411651,533704279,408000,Inez Havel Donny Evita's Hyde Duracell's Claudine's Analects Hodgkin Jayne's England Lombard Alabaman's,55370,5/10/1991,4031
4143,393623038,313789265,607000,Alamo Hollywood Hogan Himalaya's Eurodollar's Indus Dushanbe Cleo Arcadian's Faeroe Egyptology's Clement's Finn,193890,9/16/2015,2812
4144,379625948,179127494,548000,Holocene Arius's Irwin Arthur Hilton Abel's Dyson Fr Anglicanism Adirondacks's Galibi M Februaries,47000,8/6/2004,2930
4145,363503191,304082274,309000,Ali Acuff's Lindsay Lind Alcmena's Andrews Ashkenazim Angelique Foch Lusitania's Gangtok's Gen Halifax,80890,1/14/1979,3046
4146,136063823,294584689,1224000,Gingrich Gamay Halliburton's Gaborone Foch Donnell Frigga's HTML's Eisner Altai Hamlin's Eastwood Garrett's,142740,9/1/2016,4404
4147,561740068,240716063,1028000,Froissart Dzungaria Clem's Jasmine Luann Jay Anglophile Herder Izmir Harlan Al's Holcomb's Angela,32380,10/27/2015,1293
4148,521459770,48037967,1570000,Aguilar's Jame Ceres's Humberto Chukchi Cheyennes Challenger's Cheney's Cleveland Centaurus's Dyson Doug's Araby,152210,10/28/1986,1724
4149,261964249,698034895,1714000,Letitia's Ionesco Faustino Isiah's Aguilar Giannini Edna's Clio's Hunter Charity Hymen's Livingston Hellenism's,45920,2/21/2001,3700
4150,647367247,321363321,936000,Cessna Doreen Liston Agricola Faye Inge Johnathon Hadar's Americanized Chimborazo's Eu Gatling's Ac,51020,1/26/1991,558
4151,466971004,317829295,993000,Aryan Arabian Fillmore Chimborazo's Heller Chuvash GTE's Dylan Iquitos Dutchman Chantilly Letterman Alejandra's,121390,11/8/2005,2192
4152,590198396,9220491,1499000,Huey Letterman's Irisher Elliot Chad Hangzhou's Haley Fred Hayden Gaul's Hogan Exodus Lodge,116820,3/3/2015,1099
4153,347604300,157801391,1991000,Elwood's Israeli's Isis Eve's Anselmo Lorraine's Europe's Essex Frisian Doonesbury Ionesco Iapetus Flory,67190,6/2/2017,3140
4154,99724949,689031707,448000,Dorothy's Ina's Luz Ecuadoran's Issac's Hibernia's Cessna's Alice France's Andrea Izaak's Agrippa Dwayne,63750,5/12/2015,4551
4155,289041185,463184849,1191000,Ignacio's Friday Dustin Heliopolis Haifa's Arneb's Isis Asama Antwan's Chipewyan's Indonesian's Adelaide's Adeline,186440,7/21/1981,3490
4156,524278678,394364262,915000,Jay Finnish Hanoverian's Appaloosa's IMF's Dorothea Addie Alioth Hillel Felicity Lubbock Hyades's Euphrates's,142470,10/19/2010,1703
4157,444968479,404353330,1252000,Hurst Amaterasu's MCI's Farsi Gideon HUD's Claus's Cochise Dürer Iguassu Gatling Fleischer Hummer,77890,8/6/1987,2404
4158,771105244,690098495,1606000,Heine Heriberto Cebu's Appalachians Clouseau Ho's Frankfort's Ga Acheson's Herod's Artaxerxes's Lorelei Heep,92560,1/31/2000,22
4159,630706633,232535778,479000,Gena Amman Chateaubriand's Abrams FNMA's Jamie Epiphany Hollie's Gilgamesh Ghats Araby Jeannette's Jayson's,15930,3/16/2007,727
4160,262775903,249413677,326000,Amos JFK's Alphard Llewellyn Emacs's Cinderellas Loren Herring's Amiga Aristotle's Héloise Lois Finnbogadottir,176590,6/2/1996,3689
4161,18037542,198804119,319000,Hindustan's Chihuahua Adventist Livingston Alkaid Garry's Ethernet Amy's Gasser Alkaid's Amerinds Freemason's Giotto,51300,5/19/1978,4876
4162,571899189,212583563,1560000,Alderamin's Anglican Francois Ann Americanizing Alissa Lithuania's Héloise Cerf Aegean's Lin Angie Jerold,1930,8/5/1987,1196
4163,425381789,9268755,1116000,Hindu Ariel Foreman Fiberglas Arieses Eumenides Farrell Doris's Gila's Lilith's Asama's Allentown JavaScript,84510,1/20/1986,2546
4164,550135270,508457042,204000,Hayden Alisa's Harmon Donizetti Alger Aramaic Estonia's Farrakhan Elena Falwell's Iapetus Elvis's Algieba,28630,10/29/2005,1417
4165,632820489,623278397,567000,Hispaniola Finn's Haiti's Chan Librium's Iran's Gallegos's Hakluyt Jagger Effie Hollands Cerberus's Clayton's,46540,3/10/1996,701
4166,627288245,231379268,1602000,Hangzhou Lyon Huffman's Independence's Faulkner Lissajous Abner's Aramco's Iowa Lyndon Duracell's Antigua Ashe,116090,8/10/1984,767
4167,539706883,303099129,873000,Jodi's Gila's Hugh's Georgian's Gawain Faustus's Fourier Indy's Evangelina Alkaid's Gabon Amman Gail's,138410,7/12/1981,1512
4168,585754784,173704773,1951000,Aden's Lorraine's IMF's Joaquin Innocent's February Liverpool's Dyson's Dumbo's Hindemith Aden Freemason Hudson,119630,1/24/1992,1125
4169,496326460,8309117,226000,Holiday Edith Elijah's Ginsu Allan Duffy's Genevieve's Aniakchak's Herculaneum's Gerald Ira Hegira Caucasus's,116720,4/8/2014,1931
4170,330863512,92943133,367000,Janis Chiclets Aladdin Liberian Hinduism's Litton's Lily Eltanin's Everette Afghan's Colfax Limbaugh's Hammarskjold,44810,2/22/2013,3226
4171,512880409,460907389,1701000,Israeli Aline's Ch'in Erna's Christoper Habakkuk Holbein Etta's Elisabeth Halloween's Jeffersonian Ana Er's,55640,10/10/2009,1795
4172,653169728,494194643,1683000,Lully Lilly Anshan Hindemith Genevieve's Jason's Hakka Herodotus Abel's Honiara Ashikaga Africa Ilyushin,96460,7/20/1984,509
4173,337587542,232542881,1823000,Loyang's Jewish Establishment Akkad Algonquin's Ganymede's Ispell Lynne's Johnny's Hokusai Angevin's Hansel's DuPont,120490,11/6/1989,3187
4174,619961473,620249598,679000,Americanizing Appalachia Issac's Evert's Edith's Lon Hardin Janacek Galilean Jacqueline Earl's Falkland's Angora,75680,4/5/2002,827
4175,628185770,180301604,1194000,Hall Lipton's Harbin Huck Hyperion's Essen Allegheny Hauptmann Aldrin Chanukahs Jerrold's Haber Elena,81180,9/19/1998,758
4176,406472909,58664963,1392000,Logan's Jeannette's Janell's Herschel Johann's Drano Angelia's Holmes's Abyssinia's Hartline Emmett Chechnya's Geiger,196030,1/11/1983,2692
4177,655148863,527894189,1737000,Israel's Anibal's Elliott Andorra Annmarie Frankfort's Honduran Aimee Esq Allan's Head's Lima Luxembourg's,158180,5/14/2011,489
4178,75076704,515237306,533000,Icahn Irishwoman's Charlestons Jerri's Cathryn's Evenki's Antilles's Efren Geller's Frankfort's Geraldine Duchamp Andorra's,162340,4/23/1999,4640
4179,540922121,415107150,891000,Gatun Aconcagua Fez France's Librium's Fe's HIV's Jeffry Antwerp Cayuga's Lily Farrell Abyssinia's,47240,1/7/2015,1498
4180,525929274,594791259,1727000,Jehoshaphat Gallo's Artemis Ahmed Francois's Lippmann Lilliput's Arius's Arlington France's MGM's Adolph's Elma,2310,1/25/2008,1686
4181,766386557,23526418,1248000,Cathryn Albigensian Armageddon's Alissa's Fahd's Francisca Isfahan Faraday Christians Hell's Halon Aida's Liberace's,70840,4/21/2017,75
4182,626504405,600431075,1050000,Linux Lynch Agni's Hattie Erebus Lippi Holmes's Hindenburg Chisholm Chanukah Huggins Elgar Evans,59220,7/23/1982,773
4183,291924114,670183909,492000,AOL's E Angelique's Edison's Lidia's Ellison Gilchrist's Lysol's Gail Head's Heshvan Farrell's Hanson,39000,4/29/2003,3472
4184,4825820,571924157,267000,Alberio's Enkidu's Colgate Jeff's Lorraine's Farsi Lord Eros Antoinette Arapaho Emily's Hiroshima's Agamemnon's,180320,2/24/2009,4976
4185,221922917,667308304,1567000,Louisiana's Chateaubriand Dravidian's Lisa's Accra Honeywell's Iris Garvey Lillian's Little's Lucius Emma's Lincoln,196090,2/28/1985,3935
4186,419532556,691057160,512000,Fox Genghis's Champollion Catskills's Hohokam Egyptians Frankfurt's Hausa Ionics Arbitron's Es Downs Edinburgh,140370,2/16/1982,2600
4187,29059295,8389262,234000,Cindy's Clouseau Jimmy IBM Flowers Leticia's Chester's Acevedo's Isuzu's Ferguson's Hyundai's Annabel's Lucas,37670,7/16/1978,4831
4188,212286143,587493496,1517000,Hialeah Cognac Jeffery's Elbe's Lithuania's Clayton Germanic Hickok Gerardo Adkins's Erie Dunkirk Cezanne,84040,12/30/1995,4047
4189,450601329,229726121,568000,Homer Franciscan Ill Colombo Anshan's Alembert Imogene's Altiplano Electra's Heather's Easts Jana Epson's,8240,2/29/2016,2355
4190,234189295,95644511,1842000,Archibald's Higgins's Colon Jenkins Janell Chuck Johnathon Isaac's Adolph Cline's Catholicism Arcadian's Chippendale,38470,8/9/1989,3865
4191,37588591,319602990,906000,Freddy's Chavez's Jock Ferrell Jensen's Argentinians Epstein Ismael's Forster Catskills Levi Chandra's Anasazi,2850,11/14/1997,4785
4192,77305051,438522255,1333000,Itasca Lionel Hadar's Hatsheput Eben's Erasmus's Loire Eastman Incas Hohokam Innocent's Linwood Hera,35930,11/3/2008,4631
4193,43767009,487687451,1873000,Colfax Finley Andre's Gamay Antilles Arkansas's Enrique's Fiberglas Ira's Haitian Accenture's Flory's Hippocratic,148880,6/4/1993,4755
4194,69946865,419539905,1840000,Jeeves Hellenization Aesculapius's Lipton's Funafuti Jeannie Gerard's Fleming Icelandic's Chantilly Alabama Hilario Iscariot,131180,5/1/1982,4662
4195,350529507,402967635,966000,Liverpool Chekhov's Cayuga China Cliff's Earline's Ibo Chevrolet's Lindy Antioch MGM's Addams Hells,124650,4/14/2005,3127
4196,682038371,2421789,1269000,Arabic Istanbul Horowitz Dunkirk's Dumpster Ispell's Cleo Fitzpatrick Havel Annapurna Elaine Galatea Fredric's,82880,1/15/1986,294
4197,37101658,350840975,1299000,F Clare Lyle Arnulfo Farsi's Japanese's Alzheimer Agassi Donaldson EPA's Galileo Leticia Arianism's,146520,2/7/1980,4788
4198,317081574,332720991,736000,Lydia Ehrenberg Hansen's Eniwetok Iraq's Hippocrates's Federalist's Donne's Cetus Chauncey's Frederic's Ecuador Ignacio,168500,6/4/1991,3306
4199,219500019,216034570,310000,Estelle's As Alfred Gatun's Albigensian Andersen's Hershel Liberace Anselm Israel Frenches Lipton's Alabamians,110340,11/11/1996,3952
4200,521286152,634016975,1256000,Lysistrata George's Charity Horus Johnston's Lula's Eritrea's Clemenceau Istanbul Arabian I've Ionic's Fredericton's,142600,9/26/2005,1727
4201,687078921,513942361,460000,Exocet's Hegel Flowers Catskill's Lysistrata's Hitler's Col Chipewyan's Annette's Aeneas Lorna Amenhotep's Finley's,173660,7/26/1986,253
4202,771442326,13096109,1372000,Lyell Ebro Lockheed's Hotpoint Izanagi's Jamaica's Hamsun Cochran's Andromeda Hui Loyang's Eratosthenes Arthur,78350,6/2/1989,13
4203,512540825,84365236,1594000,Interpol Aeschylus Holden's MD's Fitzroy Louisville's Anabaptist Heineken's Anzac Ashmolean Lubumbashi Hung Jockey,125180,8/17/1987,1796
4204,493326135,214597405,1548000,Jerusalem's Africa's Hyderabad Elgar Adolf's Cognac's Arlene's Islamism's Clare Isabel Evert Aeroflot's Jeep,109930,3/10/2012,1953
4205,506966816,190585287,648000,Jacksonville's Galloway's Ewing's Hennessy Anglicans Hummer Frobisher Lumière Imhotep Chou Argonaut's Acton Izaak's,125650,7/21/1998,1850
4206,477741445,427163559,1716000,Ijsselmeer's Lhotse's Hull Amalia's Janelle's Dzungaria Antioch Doric's ABM's Cenozoic Essen's Clydesdale's Eisner,215070,3/17/2012,2071
4207,106146277,509221663,1489000,Annapolis's Anatole's Eula's Elizabeth's Head Luisa's Andes Ar's Indy Londoner Lysistrata's Freemasons A's,92320,6/2/1995,4522
4208,399263553,49222986,626000,Friday Liberia Durex Aruba Hudson Libras Alleghenies Galveston Johnie Hunter's Donetsk's Hay Francisca's,120390,5/12/1992,2764
4209,290826118,515237306,1807000,Annapolis Exxon Fizeau Helene's Garland Charleston Johnson Cimabue Helicon Ebony Einstein Lorene Hyundai's,89550,8/27/2007,3480
4210,431085565,112541899,1091000,Cecily's Imodium's Chekhov's Alnilam Duse Hung Filipinos Georgette Gatorade's Ismael's Ignacio Antietam Allie's,163260,4/15/1992,2482
4211,507369587,475254413,499000,Jaime Chayefsky's Clarissa Horacio's Locke's Highlander Giles Jefferson Jagger Amber Claudia's Frankel's Franny's,128600,9/17/1987,1845
4212,529392863,234847585,539000,Hilary Ir Iqaluit's Fay's Evangelina's Gavin Heinrich's Lyndon Esperanto Citibank Freemasonry's Heinrich Gareth's,6230,1/18/2010,1648
4213,446429667,86927613,1383000,Arminius's Loretta's Liliana Erwin's Galahad's Colombians Chekhov's Flynn's Hanukkah Ananias's Amman Clapton's Leviathan,34760,8/15/2003,2396
4214,428762948,216070315,447000,Chattahoochee's Downs Jagiellon Iowas Geraldine's Imus Chablis Iranian's Huck Enkidu's Centaurus's Alison's Luke,104530,2/28/2006,2501
4215,521037336,687076852,1607000,Lhasa's Fillmore's Lula Joesph Hausdorff Chernomyrdin's Lora Hauptmann Louisville's IRA's Erich's Anabaptist Aguinaldo,154320,6/20/2010,1729
4216,668104766,489209618,1227000,Jimmie Luisa's Clytemnestra Frisian Forster Establishment Alps Gatling Jacobean's Euclidean Lucretia Hasbro's Erica,160800,9/3/1998,419
4217,602029565,404442624,1684000,Hollerith's Chernobyl Gibbon Altman's Lucien Andersen Fulton Armonk's Lexington Lot Elul's Afrikaner's Listerine's,68350,7/5/2014,987
4218,46027877,312922160,587000,Johns Churchill Antarctic's Englishman's Heshvan Fox Alissa Appalachians Aquafresh Chapultepec's Angkor Hf Ernesto,11700,12/18/2014,4743
4219,471842374,352883507,439000,Arabic Alexander's Aberdeen Iva Hicks's Londoner Illinois Freeman Dustbuster's Acheson's Lockwood Fassbinder's Locke's,92290,10/17/2008,2139
4220,569993378,302460737,1745000,Enkidu HQ's Gillette ASL's Liberia's Hurley Celt's Flatt's Harlequin Helga Elaine Colgate Aramco,94710,3/6/2016,1212
4221,449607917,545076534,1394000,Earle's Holmes Lindsey Haber Fromm Indian's Hun's Episcopalians Jesuits Andes Lucio Dyer's Harriet,122200,7/31/1992,2367
4222,216318233,382904075,806000,Alyson's Clapton's Inuktitut Dusty Araceli Arapaho Chisholm's Ferguson's Americanism's Ark Jocelyn's Jean's Eddington's,84580,7/2/1978,3990
4223,553858397,510820628,1013000,Jayapura Louisianan's Luciano Jared's Ingrid's America Garfunkel's Alcibiades Honolulu Honeywell's Housman Hampton Arctic,87230,7/1/2016,1378
4224,383828136,205169951,994000,Algonquin Adriana's Italians Euterpe's Foley IBM Abe's Etruria Hepburn Houston's Hunt Falkland's Iraqis,26910,3/2/2006,2889
4225,112146503,310749999,1903000,Alcindor's Forrest Faye's Agnes Jensen's Catt Evita Huntington's Genoa's Hieronymus Froissart Alistair Hannibal,56610,12/15/1988,4494
4226,444037072,595546543,611000,Edwardo's Georgia Amaru's Iraqis Arafat's Hubert Jew's Harrington's Linnaeus Dunne's Hotpoint Jerald's Fowler,104120,2/24/1992,2411
4227,237727958,244797103,1465000,Geritol's Hittite's Lila Aryans Hogwarts Clarice's Gargantua Galapagos Eratosthenes's Cicero's Liliana Dutchman Jonahs,115300,12/6/2004,3845
4228,517986451,642123398,742000,Lulu Ghibelline Hattie's Epsom Abelson Islams Hibernia's Louisa's Chechnya Hungarian's Clare Aquarius's Hennessy,150060,5/3/1993,1757
4229,645303893,179280093,797000,Ishim's Hamlin's Exocet's Ispell's Chandigarh Clara Evan Aries's Gamble's Erlenmeyer's Hmong Isis Fern,18540,3/28/1996,574
4230,435509925,94468137,829000,Hollie's Argentina's Alvarado Izaak Italy Frito's Gautama Andre Almach Icelander's Europe's Cayuga Gabriela,27360,8/11/2010,2454
4231,689093637,92842238,967000,Hittite Ferguson's Aramco's IV's Excedrin's Chianti's Freya Eldon Cincinnati Arminius's EEG's Felecia's Habakkuk,1820,5/27/1993,239
4232,380083465,517307634,1763000,Ferber's Ingrid Figueroa's Dumbledore Ara's Lucifer's Johnnie Advents Hollis Lulu Citroen Ivanhoe Fabian's,101650,11/6/1980,2926
4233,468189533,148646775,794000,Andrea Esther Fernando's Jeff's Abidjan Ashlee Liliuokalani Acrux Hobart Essen Freon Frontenac Alta,101950,1/16/1982,2176
4234,667034319,142628382,366000,Aida Erwin Hicks's Alfonzo Alphecca's HIV's Eula Armenian Loren Joey's Elanor Claudette's Levant's,160970,8/15/2000,433
4235,75269475,220687045,1173000,Antoine's Lola Frank Garfunkel's Edinburgh Luanda Liberians Huang Chippendale Georges Genoa Argentina's Héloise's,154620,12/14/1999,4639
4236,126606580,614880351,362000,Elwood's Albania Harrison's Fredric's Eratosthenes's Chanukah Eden's Huck Aldrin Chiclets's Halifax Fiat's Gestapo,185740,2/8/1984,4439
4237,199052553,306013205,1422000,Jerald Chevrolet Furtwängler's Cedric's Lindbergh Challenger's Andres Lexus Libyan's Everett Hugh Arthur Jame's,90730,12/6/1984,4106
4238,237213730,100124354,1456000,Amanda Ceres Angeline Libyan Lysol Alexei Lyon Chardonnay's Ishtar's Linton Hon Iapetus's Jews,139620,2/28/2015,3850
4239,374296719,40040861,404000,Giauque's Chayefsky's Cervantes Jainism Acheson Gaiman's Chase Fitzpatrick Eminem Co's Algonquians Holder's Hartman's,73840,2/10/1985,2967
4240,563538815,385443643,1406000,As Emanuel Excellencies Chamberlain Holden Iaccoca's Chipewyan's Anita Americas Eden AOL Gentry Einstein's,45200,7/7/1980,1276
4241,347582049,401412060,271000,Amparo's Chippewa's Anthony Cheney Chauncey Jarred's Adenauer Chandragupta Cinderella Ernest's Edmonton Gantry's Janelle's,160590,3/3/1980,3141
4242,631289284,557224406,481000,Cinderella Egyptology's Gay Donaldson's Co Hafiz Janie Issachar Cisco Liza Jaxartes Lori Hungarian's,105870,11/13/2015,719
4243,265792122,243350713,223000,Essene April's Afghan's Ignatius Einsteins Hindus Abram Giovanni's Apalachicola Epicurean Adams Gary Izaak's,29870,10/9/1979,3647
4244,306013205,215527240,1823000,Fiji's Enrico Jerseys Apocrypha Alaric Iceland Arline's Loyang Hellenic's Fernando's Figaro's Alonzo Fanny,62640,2/11/1995,3397
4245,338022281,216753672,891000,Ikea's Hilary's Garry's Falstaff Gaza Eastwood's Clydesdale's Charlemagne Heisman Epsom Loyang's Lucien Haifa,115300,5/3/1989,3185
4246,254114380,422055286,709000,Lusitania's Afro's Hopkins Dunant Adele Forester Eisner Hughes Cecelia Indian's Lucite's Hebe Lyndon,31640,10/27/2010,3751
4247,269501130,561264961,1462000,Dot's Friday Hettie's Hewitt's Iscariot Chavez's Eurodollar GOP's Endymion Loire Io's Io Honecker,217080,4/7/2002,3606
4248,563111827,261586079,1544000,Arlington ASL's Huxley Amharic Earl's Chicana Arlene's Freemasons Eisenhower's Fitch's Ina's Indian's Armageddons,154550,5/4/1981,1279
4249,400144482,552053243,476000,Frankfurter Livy Imelda Fiji's Lyra Abram Joel Anton's ICBM's Erwin's Colfax's Elton Er's,118690,3/21/1993,2761
4250,695033801,262496086,778000,Akiva Ebert Hans He Andes's Euclid's Irving Ho Christensen's Lon's Hawking Dreyfus Eugenie's,106920,12/24/1984,197
4251,266042028,398540467,270000,Fredericton Jacques Antares's Jamie's Jamel Helen's Gemini's Herring Cavour Arafat's Hodge's Lin Honshu's,125330,6/2/2000,3642
4252,465825027,483529127,642000,Englisher Itaipu's Art Adana Eurodollars Francesca Heineken's Frye Honeywell's Jarrett's Hewlett's Antarctic's Eddington,36330,8/25/2015,2200
4253,164785705,282406594,817000,Harold's Limbaugh Aristarchus's Jess Enif's Frankfort's Idahos Americana Garcia's Ascella's Chihuahua's Emory Appalachians,186400,6/1/1999,4226
4254,682094972,265972861,1867000,Dustin Louisianian Galen Hernandez's Lynn Izvestia's Cleopatra's Cavendish EEG's Linton Charles Epicurus's Ephraim,36620,10/9/2011,288
4255,528593908,587103737,730000,Fresnel's Hoffman's Ispell Hungary's Izhevsk Etna's MGM Apuleius Alfonso's Antipas's Erse's Edwina Hyperion,104150,5/8/1981,1656
4256,413981522,207529389,1939000,Fromm Fredericton Ina AOL's Ghazvanid's Gale's Eve's Americana's Haley Chicagoan Hymen's GE Love's,103040,11/30/1994,2650
4257,650208081,471842374,914000,Alan Agni Lysol's Lynette's Almighty's Isabelle's Elvis Lima's Eliza's Chris's Elvin Lexington Draco's,133120,7/23/1984,535
4258,628801121,104842427,1780000,Jarred's Annam's Donald's Cherokee Librium's Afghan's Jermaine's Annapolis Charlotte Geiger Jack Hilfiger Argo,109200,10/24/2013,753
4259,321015193,683059557,1569000,Falkland Algieba's Lusaka's Eunice's Apollinaire Abyssinia's Hoffman Emil's Collier Algenib's Gabriel Aline Clara,106790,4/25/1989,3285
4260,378011171,474541913,1488000,Jehovah's Flanders's Haiti Hellenistic Hartford Alana Hitlers Cindy Florida Imogene Abyssinian's Fallopian Luzon's,111210,10/26/1989,2945
4261,536087562,101646950,243000,HF's Jeff's Catt Lillie's Jerri Helene Cockney's Eskimo Isfahan Angelina Alkaid Edinburgh Amaterasu's,49870,3/11/1994,1556
4262,507375022,392948635,280000,Clive Chuvash Adam's Jewell's LyX's Ikea Louisville's Faith Ginsburg Gainsborough's Caucasus Gehrig Clayton's,162980,12/2/1996,1844
4263,238354484,587366001,947000,Hollywood Adirondacks Inuit's Edwardo's Cepheid Arcadian Chappaquiddick's Letitia's Alcmena's Chance's Hobbs Englishman's Lorenzo,9030,11/21/1990,3843
4264,329261431,625290923,1659000,Lusaka's Cessna's Annabel's Jackie's Electra's Gilmore's Albee Helene Douala Acapulco Colorado's Erie Gaza,154030,11/30/1985,3237
4265,652326556,437604677,697000,Achaean's Dushanbe's Gaelic Ieyasu Caucasian's Edda Fresno's Dresden's Earnestine's Hester's Anubis Emilio's Florentine,6130,11/22/2001,515
4266,534458847,373742757,543000,Eugenia's Lina's Helsinki's Faulkner Lockheed's Galahad Hamburgs Liebfraumilch HF's Ada's Acuff Levi's Aida's,18200,1/29/2000,1576
4267,541340880,698035970,1335000,Flossie Adderley's Hindu's Frisian's Alabama Irwin Jesuits Estonia's Love Joey's Ecuadoran's Franz Eskimos,83600,6/30/1987,1492
4268,29167086,617294475,572000,Antioch Chandon's Emory Chandrasekhar Innocent's Ariosto Alvarez's Aguirre Albireo's Hector Honiara AZT's Evenki,37360,3/26/1979,4830
4269,140861371,332188574,429000,Aleppo's CinemaScope's Honshu Lorre's Cesarean Jeffery Chisinau's Isiah Eustachian's Jasper Francesca Cezanne Ivan,40860,2/25/2013,4371
4270,312926470,409273870,800000,Lyme Erich's Chretien Finn's Hispanic's Clarke's Colbert's Eurasian Harvard Estelle Espinoza Fielding Fernandez,14040,9/5/1992,3339
4271,530416555,472747072,1671000,I Ingres Hermaphroditus Gere Lucas Ill Jessie Horacio's Chuvash's Englishman's Adela Halley Fuchs's,170700,6/12/2009,1631
4272,450327549,487085857,1320000,Gantry's Edwardian Helmholtz's Errol Gary Altiplano's Hughes Louvre Alabama Elwood Chandra Dreiser Luanda,106850,11/9/1996,2357
4273,463915975,83404003,845000,Alger Gilligan's HSBC's Dutchmen Jerry Alphard Havel Alabamian's Chardonnay's Geller's Aral's Alderamin Lutheran,81510,11/1/1990,2220
4274,420085970,473084387,1302000,Hormel Er's Ieyasu Fed's Gaul's Chesterfield Christian Gabon's Handel's Lochinvar Gall's Ellington Chennai's,30290,2/24/2012,2592
4275,765447985,452892465,873000,Cinderella's Genoa's Albania Ishmael Cimabue's Levesque's Halon's Cerberus's Colleen's Erector Chernomyrdin Leviticus Fibonacci's,139230,9/8/1987,86
4276,654032223,760019501,289000,Jake's Alphard's Linton's Dramamine Garland Fredric's Christensen Eggo's Limburger Cecelia's Afro's Catskills Joesph's,154700,11/16/1995,499
4277,84487566,425381789,1627000,Holley Andrews Cenozoic Chattahoochee Cheer Ch'in Hitler's Euterpe Jagger Gilbert's He's Esperanza's Gabon,76910,9/11/1995,4610
4278,518680185,606366659,1501000,Chase GMT's Hagiographa's Clem Joanna's Ernestine's Indra Liege's Lorna's Hussein Lois Lynnette Jon's,201760,5/7/1992,1751
4279,543074440,45786914,1490000,Humvee Harold's Hofstadter's Eliza Chattanooga Lorrie Erlenmeyer Honduras's Chongqing Anabel Amati Alighieri Alberta,127240,7/13/2015,1470
4280,273033417,642365668,1726000,Indira Eu's Hutchinson Fitzpatrick's Armagnac's Gatling Arminius's Churchill's Clydesdale's Galilean's Horatio Chatterton Clint,14520,3/20/1998,3575
4281,768142151,448422922,1695000,Iranian Appalachia Haydn ICBM's Johnathan's Alcoa's Abelson's Forest's Jackie's Hellenisms Joanne Isabel's Io's,115410,6/6/1986,52
4282,344244100,635606760,844000,Andropov Eddie Anglia Hoffa's Albanian Harvard's Eustachian Epiphanies Io's Hung Gaines Herzl Loyang's,47560,10/18/2007,3156
